age,monthly_charges,total_charges,tenure_months,monthly_usage_gb,customer_satisfaction,number_of_services,gender,contract_type,payment_method,internet_service,phone_service,streaming_tv,streaming_movies,churn,customer_lifetime_value
76.0,59.4535046871614,4545.824580893844,64.0,74.6501067281638,5,1,F,monthly,Credit card,DSL,N,No,no,no,2906.77
36.0,89.41566213486746,6701.185729503208,63.0,61.95843943856951,1,3,Male,Two year,Bank transfer,fiber,Yes,Yes,Yes,no,4726.54
69.0,58.33578690770156,4236.650833204794,61.0,18.33361536513265,9,4,Female,monthly,Mailed check,fiber,Yes,Yes,no,no,2387.1
65.0,34.673354238810994,675.2148365838116,18.0,61.599993522522354,4,3,F,Month-to-month,Mailed check,dsl,Yes,No,no,yes,100.0
23.0,79.05158918961351,4454.880948170127,57.0,52.9303597194116,5,3,M,yearly,Bank transfer,DSL,yes,yes,No,yes,733.97
59.0,55.24740363971457,3584.061440429336,63.0,59.168859666,10,2,male,Month-to-month,electronic,dsl,yes,No,Yes,no,3692.99
32.0,73.87172884529886,3345.4832400366918,41.0,72.8975291257195,4,2,F,yearly,Bank transfer,No,Yes,no,No,no,4185.49
64.0,68.38676092112405,1847.034282241672,32.0,76.46318710724879,8,2,Male,monthly,Mailed check,fiber,N,Yes,No,yes,1524.55
77.0,57.88327751319478,3293.817048250021,62.0,124.69317670380684,10,3,male,monthly,Electronic check,fiber,N,no,No,no,3908.42
150.0,449.26107663680773,23058.5550855513,55.0,67.24808084959605,6,4,M,yearly,Mailed check,fiber,Y,no,No,no,1905.25
71.0,75.57818015623168,1236.4366162824429,15.0,116.3737278956711,8,3,M,Month-to-month,Bank transfer,fiber,yes,yes,Yes,yes,100.0
43.0,37.472867509958604,2049.426903270004,51.0,33.73728009877786,9,4,M,Month-to-month,Electronic check,None,N,no,no,no,1994.52
61.0,80.58262443775043,3060.955327472419,47.0,60.050312502748284,6,1,female,One year,Bank transfer,fiber,yes,yes,No,yes,305.1
55.0,83.56663466752468,4004.2822150779252,44.0,75.03138314230996,5,2,male,Month-to-month,Credit card,No,yes,no,Yes,no,4102.85
46.0,49.65409250958848,2692.7099691224053,66.0,12.169349526475898,6,2, , ,Mailed check,dsl,N,no,yes,no,3531.88
50.0,78.26856238642193,3397.8709425402617,42.0,30.649387969438013,1,3,Male,monthly,Mailed check,DSL,yes,yes,No,yes,2049.08
30.0,88.7034277699355,4662.350257069969,48.0,33.431560362728966,6,2,Female,monthly,electronic,No,N,No,yes,yes,100.0
68.0,92.97060549414326,703.870192472278,7.0,61.9050300043026,8,2,female,One year,Electronic check,DSL,No,no,Yes,no,2314.27
49.0,63.21266672526393,1288.2882089668092,24.0,21.37055390522495,1,2,female,monthly,credit,Fiber optic,N,Yes,yes,no,2896.09
68.0,89.55410765851585,2160.2142100522556,25.0,68.99846534389714,8,4,Male,Two year,Credit card,fiber,Y,no,Yes,no,3483.95
63.0,124.4615057074057,7281.011783605491,51.0,60.92927973793335,8,2,Male,Month-to-month,electronic,None,yes,Yes,no,yes,1356.46
65.0,81.61618201604648,3715.805829884316,42.0,53.83908440788399,3,4,Female,Month-to-month,Bank transfer,dsl,no,Yes,Yes,no,2674.67
48.0,61.9809409650679,1769.3795017613834,24.0,64.52164025048192,1,1,male,One year,Mailed check,dsl,N,yes,no,no,1213.4
48.0,95.22160390270258,518.8235460220321,5.0,35.740724313702074,7,2,Female,Month-to-month,electronic,fiber,N,Yes,Yes,yes,100.0
58.0,87.03512129938636,3569.479605159213,41.0,56.262455554827326,4,3,Male,monthly,electronic,No,Yes,no,No,yes,2489.37
73.0,56.84837144805941,1146.7985206916323,25.0,53.527038318481374,10,3,female,One year,Bank transfer,dsl,Yes,yes,Yes,no,2457.34
54.0,67.52140399260678,2922.935624957163,51.0,45.38508036851364,1,1,Female,yearly,Electronic check,No,Yes,yes,No,no,2739.18
68.0,35.471422770639336,705.6713335530284,18.0,61.58168068637342,7,4,Female,Two year,credit,DSL,yes,Yes,No,no,2108.56
27.0,99.4872271866844,6308.111517575526,65.0,73.29018665034388,10,1,Female,Two year,Bank transfer,None,yes,yes,no,no,4476.09
200.0,309.8654744782518,10186.143398380395,22.0,6.996986348450804,3,2,female,Two year,Mailed check,dsl,Y,yes,no,no,617.52
34.0,83.2604253262648,4060.393340344201,41.0,29.118376798935056,8,2,M,Two year,Electronic check,No,N,no,Yes,yes,1381.4
51.0,44.2954377960916,1547.0083708347317,35.0,36.219139920855774,4,1,F,monthly,electronic,dsl,no,Yes,Yes,no,970.06
35.0,80.91549386426327,394.41867944764556,6.0,14.271838266299838,5,2,Female,Month-to-month,Electronic check,No,yes,yes,No,yes,100.0
32.0,87.56683734656235,5923.429312832013,64.0,27.19815303185327,6,1,Female,Month-to-month,Bank transfer,Fiber optic,Y,No,No,yes,1905.63
65.0,53.47515594242113,683.9257845492547,13.0,49.52188051576778,5,2,Male,Month-to-month,Mailed check,fiber,Yes,yes,No,yes,498.72
59.0,72.25281251002848,3313.650867017611,50.0,18.022815133455943,6,2,Male,One year,Mailed check,DSL,No,yes,yes,no,3593.11
75.0,79.30620400112788,4081.632735413263,48.0,62.26071891831294,5,4,female,Month-to-month,Credit card,DSL,N,No,No,no,2610.69
70.0,80.73711604965399,1502.9720046387629,18.0,55.51033381443304,10,4,M,Month-to-month,Mailed check,No,yes,yes,Yes,no,2243.03
58.0,35.26079837927469,996.1731808788171,32.0,31.48202433456906,7,4,F,Two year,credit,None,yes,Yes,yes,no,2927.89
62.0,91.1755687752867,3481.7313068469293,41.0,66.21961454420133,7,4,male,Month-to-month,Electronic check,Fiber optic,Yes,no,yes,no,2669.66
53.0,60.267951924339386,1440.6882284190574,20.0,43.685330437181534,3,4,Female,Month-to-month,Electronic check,Fiber optic,yes,no,yes,no,1409.32
78.0,61.50667422642905,4179.87755557147,60.0,48.053576500130156,4,2,female,One year,Credit card,Fiber optic,Y,yes,Yes,no,2172.56
20.0,65.60702315909619,1365.045552894127,18.0,70.15925513064221,3,1,Female,One year,Credit card,Fiber optic,No,yes,yes,yes,100.0
70.0,,3912.2053087097947,,66.3845070581053,3,3,M,,electronic,None,yes,yes,Yes,no,3131.76
64.0,33.9077525369989,1298.3563736386682,47.0,121.04836113849842,9,3,female,monthly,Credit card,fiber,Yes,no,no,no,1656.75
32.0,48.500749963810605,2522.697185605077,54.0,69.56432236408837,5,4,female,Two year,credit,fiber,yes,yes,Yes,no,3265.0
78.0,53.83836791372265,2494.9135249375477,43.0,20.306497443143627,4,3,F,Month-to-month,Credit card,No,Yes,yes,no,yes,1272.43
62.0,92.93267773238873,5062.573380691964,63.0,19.534670900331584,3,2,Female,Two year,credit,Fiber optic,Y,no,no,no,3724.12
28.0,62.904464471897796,4149.80406838394,68.0,9.29546432621052,10,1,F,monthly,electronic,DSL,Y,no,Yes,no,6127.83
23.0,67.01617661598539,5439.223013311187,71.0,36.45710428264606,2,1,female,Month-to-month,credit,None,Yes,yes,Yes,yes,941.8
64.0,51.24798744822422,587.9727191666589,11.0,25.11756687322266,1,3,female,One year,Mailed check,Fiber optic,Yes,yes,no,no,1458.46
29.0,55.172914408376094,467.69404451155515,9.0,26.709008528232722,10,1,Male,monthly,Bank transfer,Fiber optic,No,Yes,yes,no,1987.61
61.0,30.814813386053622,1573.32695426693,56.0,21.463790774611585,6,4,female,Two year,electronic,DSL,Y,no,No,no,1558.0
54.0,78.3425472733604,3882.686403152962,53.0,44.820162744999465,3,4,M,Month-to-month,Electronic check,Fiber optic,Y,Yes,yes,no,4827.83
63.0,38.14707006179161,2986.9003317212137,69.0,67.21559862329477,2,1,Male,monthly,Bank transfer,fiber,Yes,Yes,no,no,2716.99
27.0,71.37463704205926,826.3356319002387,10.0,66.03272890743902,5,3,M,One year,electronic,dsl,yes,No,No,yes,889.94
31.0,85.95038786424941,4157.090916028453,48.0,68.31157818871432,3,2,M,monthly,Bank transfer,No,Y,no,yes,no,2660.15
28.0,84.94770094287846,3659.97062597295,51.0,37.16926319457921,3,2,Male,monthly,electronic,None,N,yes,no,yes,1799.37
58.0,67.86870274010731,4021.1547099867626,54.0,49.13179274856532,3,4,female,One year,Bank transfer,Fiber optic,Y,Yes,yes,no,3769.94
61.0,89.39327701884838,2668.199694748335,31.0,81.47441079736818,5,1,male,One year,electronic,No,yes,no,yes,no,3570.18
72.0,79.76035501634796,4264.746027959547,52.0,65.71719729953678,4,2,Male,monthly,credit,No,No,No,No,no,2586.95
44.0,55.22742786737073,2803.747708300188,48.0,95.18337640207756,10,4,male,Two year,Bank transfer,DSL,yes,No,Yes,no,3565.76
51.0,50.189911453598576,368.19413600770304,7.0,0.0,5,3,F,monthly,Electronic check,dsl,Yes,Yes,No,yes,100.0
56.0,60.03681244009802,1341.6256647619073,21.0,36.00835260077509,5,4,Male,Two year,Bank transfer,No,Yes,No,Yes,no,2659.51
33.0,52.42293626914432,1219.9682888977052,29.0,40.10662070244498,10,3, , ,electronic,dsl,Y,yes,yes,yes,105.11
34.0,35.04282613925415,823.7430529158596,22.0,72.30658543507037,7,1,M,Two year,Electronic check,dsl,No,No,yes,no,2312.87
39.0,50.220473362709534,2050.8322554350952,37.0,95.95282720667899,5,2,M,Two year,Bank transfer,Fiber optic,yes,Yes,no,no,1215.46
37.0,91.65637588712536,,52.0,67.7184006366166,9,2,Male,Month-to-month,Electronic check,None,Y,No,no,no,5505.12
19.0,55.011886219783335,2231.498213895891,39.0,68.28976704913414,7,1,female,Month-to-month,Mailed check,dsl,Yes,Yes,yes,no,2450.02
46.0,63.972353842114465,1289.3081222755234,24.0,35.15937365726563,9,4,female,Two year,Bank transfer,Fiber optic,Yes,No,Yes,no,2181.92
72.0,98.65814689528833,1753.6249781058539,16.0,50.03573379446281,1,1,M,One year,electronic,Fiber optic,No,no,No,yes,1642.59
62.0,42.66896939426622,2118.598117986063,43.0,45.90969013928362,3,3,male,monthly,Bank transfer,No,No,yes,No,yes,352.4
27.0,72.76147467572851,3190.1002902125483,52.0,59.931196393534904,6,2,female,Month-to-month,Bank transfer,DSL,no,Yes,Yes,yes,1441.6
47.0,75.58139670345481,850.5410295589692,14.0,65.48375489129259,7,3,female,monthly,Mailed check,dsl,N,No,Yes,yes,846.26
43.0,50.135421210991645,2329.3527005229303,40.0,67.8556368920456,10,3,F,Two year,Electronic check,Fiber optic,Y,Yes,No,no,2799.94
75.0,70.14618208273464,3173.8447554659983,45.0,51.086232755528705,10,4,female,One year,Electronic check,DSL,Yes,yes,Yes,no,3440.03
41.0,43.44363269698256,2865.710412666028,55.0,40.75864196363252,5,3,Female,Month-to-month,Bank transfer,None,Yes,Yes,no,yes,1526.82
77.0,77.89325189749204,1118.9036268667894,13.0,57.24692868311648,9,4,Female,Month-to-month,Electronic check,dsl,Y,Yes,Yes,no,2369.5
100.0,221.47474917297328,42565.02942926796,2.0,33.468485710456584,5,3,F,monthly,Electronic check,fiber,Y,Yes,yes,yes,417.77
72.0,65.87434902966166,2085.4376830608226,30.0,79.06500816973067,3,4,M,Two year,electronic,fiber,N,yes,yes,no,2276.17
40.0,72.68390984206121,3876.407430274453,47.0,78.80642949563511,9,3,Male,Two year,Mailed check,DSL,Y,no,no,no,4651.64
50.0,71.04308633637729,1081.3150981670374,13.0,76.77446286662116,1,1,male,Two year,Electronic check,Fiber optic,Yes,Yes,No,no,1373.72
22.0,40.30651904374934,840.2757306881482,23.0,19.700854933377336,9,2,male,Two year,Bank transfer,None,no,No,yes,no,2401.55
65.0,61.2357507578882,853.2164770205759,15.0,73.36396439260854,7,3,Male,monthly,electronic,dsl,No,No,no,no,3181.46
51.0,19.26303578952716,340.4314290283176,20.0,37.68089955424058,8,4,Female,monthly,credit,DSL,no,no,no,no,839.96
24.0,55.324384856608944,3366.5296761312743,62.0,75.5232958843589,9,2,M,One year,Bank transfer,Fiber optic,Yes,No,Yes,no,2101.19
71.0,73.9893939031825,1142.2436447131995,17.0,61.74522952041128,2,1,female,yearly,Credit card,Fiber optic,N,No,no,no,2787.02
18.0,83.82871240299117,2287.079455537694,26.0,73.41295373330075,9,4,Female,monthly,Electronic check,No,Y,yes,No,no,3787.62
52.0,109.49772761992911,5594.91081794785,58.0,40.02885361360343,7,3,Female,monthly,Credit card,No,Y,Yes,Yes,no,4018.97
34.0,55.86790444878463,2711.536109766354,43.0,45.97984587621971,9,1,F,Month-to-month,Bank transfer,No,Y,Yes,Yes,no,2613.68
29.0,50.39947450306189,2481.223776141286,52.0,20.397795905735972,2,4,M,Month-to-month,Bank transfer,None,Y,Yes,no,yes,1597.18
68.0,72.11108370671955,1073.2056077095297,14.0,31.63874501974415,9,2,Female,Two year,Mailed check,dsl,yes,yes,Yes,no,2749.29
33.0,40.64753114479192,2379.508755005566,49.0,69.0438496640176,6,2,male,Month-to-month,Mailed check,dsl,Yes,yes,Yes,yes,100.0
66.0,51.788853254555264,1508.8900682804124,25.0,54.32712223994331,9,4,male,Two year,Electronic check,DSL,no,no,Yes,no,3795.64
38.0,79.59715828846373,5050.469804342655,54.0,4.659397888989666,9,4,M,Two year,Credit card,DSL,yes,yes,no,no,4265.21
63.0,43.895530197519264,1568.973134263537,39.0,81.36082394033694,3,4,Female,Two year,Electronic check,DSL,Yes,Yes,Yes,no,1884.63
59.0,82.37304482524442,2290.2682801865744,29.0,31.854518790167628,7,4,Male,Two year,Mailed check,dsl,yes,yes,Yes,no,4395.73
28.0,68.81269884628662,313.173727219259,5.0,45.048325664642434,3,1,Male,Two year,Mailed check,fiber,Yes,No,Yes,no,2702.89
38.0,53.743979149240005,3260.043190331126,66.0,43.0523180552638,2,1,M,Month-to-month,electronic,fiber,Y,yes,yes,yes,498.7
37.0,63.057941187706646,3926.5803226520325,69.0,54.17434673172069,3,3,male,monthly,electronic,dsl,Yes,no,Yes,yes,2180.3
32.0,95.21173549615114,2838.7629626613516,36.0,28.51342296751044,4,1,Female,monthly,Mailed check,Fiber optic,No,No,No,yes,100.0
22.0,58.63421557300394,586.7813805767217,11.0,20.418473270379334,1,3,M,Month-to-month,Bank transfer,None,Yes,no,Yes,yes,100.0
46.0,40.11574513285248,1316.218289206114,30.0,56.221173591421596,3,3,Female,Month-to-month,credit,No,Y,no,Yes,no,1651.97
41.0,73.68910180762877,1926.708390348177,27.0,24.75798663482379,9,3,Male,yearly,Electronic check,fiber,no,No,no,no,4297.1
69.0,92.27935747321726,5273.981173825248,60.0,17.507476135450354,10,1,Male,monthly,electronic,None,yes,no,yes,no,3252.91
50.0,71.08713525969583,2073.3055095872774,34.0,76.19126394320288,1,1,male,Two year,credit,DSL,yes,Yes,yes,no,4239.56
30.0,67.54523802797608,3031.9802822031625,51.0,49.12198295438279,8,3,female,Two year,Bank transfer,DSL,yes,No,No,no,3919.38
71.0,21.900677256286237,1540.3288211075092,68.0,29.341119028271894,8,3,Male,monthly,Mailed check,No,N,Yes,no,no,3191.98
35.0,106.12902661311978,2875.4662581411485,25.0,79.92956835072688,5,2,male,One year,electronic,DSL,yes,No,yes,no,3836.99
79.0,88.92826378620923,1119.4618632473866,14.0,85.2950412486419,7,4,M,yearly,Electronic check,fiber,N,yes,no,no,2735.15
71.0,56.21149748427373,3532.9883223188535,63.0,75.26066738114234,3,1,F,One year,Bank transfer,dsl,yes,yes,yes,no,2821.41
29.0,71.73097379571104,2374.549378606183,30.0,47.84648367385097,9,1,Male,monthly,Bank transfer,fiber,yes,yes,Yes,no,3314.77
45.0,38.538969496667285,2180.8452835720855,56.0,74.3076640734224,8,1,female,monthly,Bank transfer,Fiber optic,Yes,yes,yes,no,2477.05
54.0,42.33565093476679,292.10566162975266,6.0,65.84911565897096,1,3,Female,monthly,Electronic check,fiber,yes,No,yes,yes,100.0
78.0,72.14101630459385,1771.0739000431408,26.0,92.56481720201703,3,4,Female,One year,Mailed check,No,Y,yes,Yes,yes,365.77
53.0,55.77532009438191,2658.738017288591,59.0,58.18194891440725,2,4,Male,Two year,Credit card,Fiber optic,Y,yes,yes,no,3603.57
35.0,101.41797351578705,7666.70932682208,63.0,23.762463535351607,7,1,female,Month-to-month,Credit card,dsl,yes,Yes,No,no,3616.62
71.0,22.06358135666359,1029.3640678975896,44.0,65.9012954123547,4,2,Male,One year,Bank transfer,No,Y,Yes,no,no,2547.75
30.0,62.077246089344506,443.43872430749576,8.0,66.89847202551367,7,3,Female,monthly,electronic,No,yes,Yes,yes,no,1419.46
29.0,,,35.0,26.65005220621916,7,3,female,yearly,Mailed check,fiber,Y,yes,No,no,2708.47
71.0,84.64581636762901,3249.9730997818715,40.0,61.60350818655484,2,4,M,Two year,Bank transfer,No,no,Yes,no,no,2463.24
30.0,47.888532504847255,1507.996267780605,,51.2898743836527,8,1,F,monthly,Bank transfer,None,Y,Yes,no,yes,362.71
25.0,64.50957765186573,461.2848609694708,6.0,22.401726439083742,1,3,M,Month-to-month,Credit card,No,no,Yes,No,no,2086.47
53.0,,1290.6470837695106,20.0,77.48899933773258,6,2,Female,monthly,electronic,DSL,yes,yes,Yes,no,1249.52
46.0,66.86662472182178,3635.399144907522,50.0,61.92968213233131,3,2, , ,Mailed check,Fiber optic,Yes,yes,No,no,2634.8
47.0,79.71201829987088,4878.960235389834,62.0,0.0,5,2,M,monthly,Mailed check,None,Yes,yes,No,no,4515.79
56.0,56.518537819716386,339.84714281922743,7.0,77.86255628911917,10,1,F,yearly,Mailed check,dsl,Y,yes,no,no,1190.49
71.0,70.7631936792983,3817.4194583258068,64.0,47.47087231807993,5,2,F,Two year,Credit card,fiber,Yes,No,no,no,2776.21
27.0,101.63057259276057,5036.873732889529,50.0,40.94071578814717,10,3,Male,Month-to-month,Mailed check,No,yes,No,yes,no,4878.78
21.0,69.58011959908491,1629.825624247838,20.0,62.72842672333158,10,1,M,yearly,Electronic check,fiber,yes,Yes,Yes,no,2263.17
60.0,97.06959752709649,4284.085181428447,46.0,84.1288867042542,3,4,F,monthly,Electronic check,fiber,Yes,no,Yes,yes,2389.5
53.0,77.53864897784933,3366.599172123521,41.0,71.01844593819054,5,4,M,monthly,Electronic check,DSL,Y,Yes,yes,yes,612.4
150.0,264.16504120889886,39405.003133720675,3.0,41.30122324869484,1,2,male,One year,Electronic check,No,Y,yes,No,yes,100.0
100.0,336.0657667931781,18259.56333572697,24.0,54.733178121788214,2,4, , ,Electronic check,No,no,yes,no,yes,100.0
71.0,84.4472884113461,2094.266768455958,21.0,60.19710445878759,1,2,M,One year,Credit card,Fiber optic,no,no,yes,no,2651.76
39.0,61.37195377719808,4473.4324005998005,62.0,57.27460277172378,3,3,Female,Two year,Bank transfer,Fiber optic,yes,Yes,no,no,2637.59
65.0,55.02117537017648,921.8720992706272,14.0,47.186315819120374,3,3,female,monthly,Mailed check,Fiber optic,yes,No,No,yes,402.08
31.0,78.31979310910305,5145.005969789763,61.0,81.13208648998875,9,2,Female,Two year,credit,Fiber optic,Y,yes,no,no,4176.66
,70.50719958465999,488.9536255403402,7.0,51.66478282897166,3,1,F,monthly,Electronic check,Fiber optic,Y,yes,yes,yes,223.73
61.0,43.58603434431549,429.80464827414727,9.0,31.930277904333135,2,1,F,monthly,electronic,dsl,Y,No,yes,yes,100.0
74.0,59.87276630201579,3574.6241353915525,57.0,68.23373930019194,4,4,male,One year,Electronic check,dsl,Yes,no,yes,no,2170.39
68.0,52.37212703680987,53.608632218327195,1.0,38.31409137587768,4,3,female,Month-to-month,Electronic check,DSL,Yes,yes,Yes,yes,100.0
69.0,107.94996131979278,7119.505012284917,68.0,0.0,5,1,M,monthly,Bank transfer,None,Yes,yes,yes,no,4628.79
22.0,87.23329509784125,3297.847312164314,33.0,25.234946477100557,9,2,Male,Two year,Bank transfer,No,Yes,Yes,Yes,no,3913.78
,34.766035455006815,1947.7158197272195,49.0,12.926864415462127,2,1,Female,monthly,Credit card,fiber,Y,Yes,Yes,no,2558.8
66.0,56.75266260217975,2226.565620645589,34.0,20.401205411393182,7,4,Female,yearly,Electronic check,fiber,No,Yes,No,no,3605.54
57.0,39.59702514791619,2299.6284299747144,52.0,63.54512267043851,4,2,M,One year,Credit card,Fiber optic,Yes,no,Yes,no,2421.45
20.0,38.47873507532961,267.6067124437306,8.0,83.91690446367511,3,4,female,yearly,Mailed check,fiber,no,yes,yes,no,920.89
45.0,82.13189573453212,580.3954877474985,8.0,5.545713224683489,10,4,female,Two year,Electronic check,Fiber optic,yes,no,yes,no,1934.01
32.0,,,66.0,20.09172417576967,9,1,Male,Two year,credit,dsl,yes,No,Yes,no,4789.1
66.0,73.18840972416662,2148.329493201912,27.0,56.24331924715451,10,4,Male,Month-to-month,credit,DSL,Yes,no,yes,no,2782.49
75.0,69.61428645052314,4812.133468808606,71.0,62.171457936875896,2,2,M,Two year,credit,dsl,Y,Yes,No,no,2508.62
61.0,75.38860821028382,2457.0501409159774,32.0,11.648830964101336,7,3,Male,monthly,Mailed check,fiber,Yes,No,No,yes,1509.81
78.0,44.9130818583922,2049.10711138101,39.0,77.63647452343541,8,1,Female,Month-to-month,Credit card,DSL,yes,No,Yes,yes,100.0
61.0,91.76230823543405,4505.715992795692,51.0,54.366142521056275,2,4,M,Month-to-month,Bank transfer,dsl,Yes,Yes,No,no,4296.47
61.0,68.67705620946448,5524.258658019633,68.0,38.967961705232184,6,4,F,One year,Credit card,dsl,yes,Yes,Yes,no,4318.11
21.0,69.69004494053758,161.79793442846042,2.0,30.602449611468703,1,3,F,yearly,credit,fiber,Y,no,yes,no,1133.29
71.0,59.29836874555883,1603.5861273401736,25.0,32.05980142461648,7,3,Male,monthly,Electronic check,fiber,yes,no,No,no,2248.16
64.0,48.07445882248645,644.5795219659074,16.0,0.722577297505886,1,1,F,One year,Bank transfer,fiber,Yes,yes,yes,yes,545.0
75.0,38.66418882163455,440.3592718567796,10.0,78.63699153089999,3,2,M,Two year,Credit card,None,no,Yes,Yes,no,2075.54
71.0,56.21149748427373,3532.9883223188535,63.0,75.26066738114234,3,1,F,One year,Bank transfer,dsl,yes,yes,yes,no,2821.41
42.0,61.06641203426399,1522.2089007314466,28.0,26.098583296471244,1,1,Female,yearly,electronic,DSL,yes,no,no,yes,338.61
79.0,49.3475360359492,708.6050940537878,17.0,44.0016716278231,9,3,female,Two year,Mailed check,DSL,yes,yes,no,no,1727.1
27.0,71.66071368523961,2733.2665622141917,35.0,47.546768800866005,6,2,M,Two year,Credit card,DSL,Y,Yes,no,no,3626.01
29.0,62.77699099671236,4355.522475851249,63.0,18.71475921432046,6,2,male,Month-to-month,credit,dsl,N,no,yes,no,3800.54
76.0,66.53114687886833,4505.1292911033115,65.0,39.40453413190259,9,2,Female,Month-to-month,Electronic check,Fiber optic,yes,Yes,Yes,no,4696.8
72.0,67.9612856289915,971.1444290468189,15.0,49.582763861354415,5,3,female,yearly,Electronic check,fiber,N,Yes,No,yes,100.0
75.0,,150.37967417814664,2.0,47.42598256388256,3,4,female,Two year,Bank transfer,Fiber optic,N,Yes,yes,no,2472.41
39.0,52.245974112147366,1794.857330313125,29.0,58.99847739185356,5,4,female,Two year,Electronic check,Fiber optic,no,Yes,yes,no,1686.96
36.0,77.66771267527194,2975.8581526355456,36.0,32.793165106358295,3,2,Female,Month-to-month,Electronic check,DSL,yes,no,no,no,1821.18
57.0,72.13290158950282,3231.5844159329263,46.0,45.28310546737813,8,2,female,yearly,Electronic check,Fiber optic,no,No,No,no,3427.7
56.0,65.20821019883395,245.4907639298652,4.0,65.29411172881133,4,4,M,yearly,electronic,DSL,N,No,Yes,no,1571.78
49.0,108.79357283439533,5787.5000945788215,59.0,21.013357777215237,1,2,female,Month-to-month,Bank transfer,No,yes,Yes,yes,yes,279.47
65.0,40.10564166617238,99.67236118316627,3.0,23.876269301552426,8,2,Female,One year,Electronic check,Fiber optic,Y,yes,no,no,783.36
76.0,53.7653727506261,3149.2867250868076,50.0,36.54854271938183,9,2,Female,Month-to-month,electronic,None,Y,no,Yes,no,2730.22
42.0,94.2722078699708,626.8974890937861,7.0,74.55230271208576,1,1,Female,monthly,Mailed check,Fiber optic,yes,Yes,Yes,yes,100.0
28.0,42.54514455437064,2396.230607983099,56.0,47.171152345706425,4,4,male,,Electronic check,No,Y,yes,yes,no,2733.27
22.0,44.70523908107525,1839.6454069436797,42.0,70.76758878826851,2,3,male,Month-to-month,Mailed check,Fiber optic,No,No,Yes,yes,444.46
150.0,334.51193383135444,23826.966294683985,12.0,14.790300333481277,3,4,male,Month-to-month,electronic,Fiber optic,yes,Yes,yes,no,2225.82
74.0,60.18022351062705,3931.380396662367,56.0,58.28990314286969,10,3,Male,Month-to-month,Electronic check,fiber,N,yes,no,no,2452.98
31.0,65.380804348559,1473.6406700966163,22.0,57.19483685396625,7,1,Male,monthly,electronic,DSL,N,No,yes,yes,1801.65
44.0,76.56596046020537,391.5713407372994,5.0,30.158191207971132,7,3,Male,Two year,Bank transfer,Fiber optic,Y,Yes,yes,no,2901.97
77.0,72.62973980319688,831.0172609976461,14.0,23.603927825952724,6,1,female,Two year,Bank transfer,fiber,N,no,yes,no,1706.73
45.0,51.9824927059959,183.71121294417108,3.0,53.63335699359939,2,1,Male,Month-to-month,Bank transfer,Fiber optic,Y,no,yes,yes,100.0
31.0,53.691077361851534,2560.2581896682127,42.0,41.48014883079194,4,1,female,monthly,Mailed check,fiber,no,Yes,no,yes,916.3
70.0,49.559959192350036,2753.9272651374026,47.0,87.46579067622221,4,3,Female,Month-to-month,Credit card,fiber,Yes,yes,Yes,yes,100.0
55.0,96.38347236511007,2735.526220879076,24.0,32.013410490213914,7,1,Male,One year,Mailed check,No,Yes,No,Yes,no,1169.75
37.0,85.48292746267232,3320.755287941916,41.0,66.18371012543582,3,3,female,Two year,Mailed check,dsl,Yes,Yes,Yes,no,2986.35
79.0,37.31944728172144,2390.8643180987515,63.0,32.0451865776348,3,4,Male,Month-to-month,Credit card,None,Y,yes,yes,yes,1088.62
72.0,85.26385347894293,791.0926981092323,11.0,22.910015366123844,2,3,M,Month-to-month,Credit card,Fiber optic,Y,No,No,yes,100.0
78.0,67.65648468682436,3549.643762841372,52.0,41.68610697179602,5,2,F,Two year,electronic,None,yes,no,No,no,2853.84
31.0,45.35897316014213,789.4077985987948,21.0,67.41257492081343,10,1,M,Month-to-month,Bank transfer,dsl,no,no,No,no,1562.28
41.0,40.94645682129844,1438.8112392406315,39.0,87.95280590142914,3,3,female,One year,Credit card,DSL,Yes,No,yes,no,1650.28
18.0,77.57537158181424,1276.087438413686,15.0,45.35420313401941,5,3,male,One year,Mailed check,dsl,Y,Yes,Yes,no,1807.74
19.0,88.11988033521654,4786.399748027987,60.0,42.12787603550376,5,2,F,Month-to-month,credit,DSL,Yes,No,no,no,3940.8
65.0,42.96525874269773,1587.9234632516002,33.0,78.97610360312072,7,4,male,Two year,Mailed check,dsl,Y,yes,Yes,no,2523.75
53.0,62.71844713179303,3117.1218510653066,53.0,51.2474246288126,2,1,male,yearly,Mailed check,Fiber optic,N,No,Yes,yes,273.69
79.0,61.14344808350541,3204.2773117221755,65.0,28.708853526482518,8,3,Male,Month-to-month,Bank transfer,fiber,Yes,yes,no,no,3601.76
28.0,66.93731071252355,3975.1286976743168,51.0,73.85140059647449,6,4,M,monthly,Bank transfer,No,no,No,No,no,2815.24
49.0,59.15825091718666,4428.589860216544,70.0,46.13065361146064,6,2,female,monthly,electronic,fiber,yes,no,No,no,3738.53
23.0,82.76336261830934,2563.352981368616,28.0,67.51179804438573,9,3,Male,yearly,Bank transfer,fiber,no,yes,Yes,yes,100.0
51.0,48.84798304054943,764.6084592045192,14.0,49.814967870453025,1,1,M,Month-to-month,Bank transfer,None,N,No,yes,yes,100.0
18.0,34.362589596281836,442.4865467987125,15.0,74.7909976431599,8,3,female,Two year,Mailed check,DSL,Y,no,no,no,2371.59
